title,rate
coronavirus immunity_passports,1
cleaners_poison control,1
say_clear donald,1
householder_cleaners poison,1
secret_scientific advisory,1
at_home order,1
toll_passes 50,1
president_donald trump,1
coronavirus disinfectant_comments,1
us covid 19,0
coronavirus says evidence,1
muertos covid 19,0
spike nyc_residents,1
19 patients reinfected,1
fighting covid 19,0
group covid 19,0
deaths covid 19,0
must_read article,1
advisory_group covid,0
nuevos casos covid,0
amid coronavirus crisis,1
cummings_secret scientific,1
disinfectant_comments could,1
comments_could tipping,1
new cases covid19,0
could_tipping point,1
cases covid19 reported,0
dying covid 19,0
covid 19 may,0
covid 19 treatment,0
number covid 19,0
new cases covid,0
home stay_safe,1
leaders_successful managing,1
health care_workers,1
au covid 19,0
patients via_gatewaypundit,1
debacle trump coronavirus,1
female_leaders successful,1
coronavirus patients via,1
bbc_news mundo,1
moving_towards cashless,1
confirmed coronavirus cases,1
covid 19 could,0
24 04_2020,1
coronavirus pandemic via,1
positivos covid 19,0
40s covid 19,0
covid 19 em,0
30s_40s covid,0
petition via change,1
warned_last year,1
pass 20 000,1
coronavirus disease_2019,1
center new york,1
washington_post reports,1
antibodies_protected second,1
mike_lindell made,1
covid 19 prior_jorge,0
trump suho_bizbizeyeteriz,1
foraprior_david mike,1
babu_manu foraprior,1
covid cdtv covid 19,0
manu_foraprior david,1
suho_bizbizeyeteriz covid,0
cdtv covid 19 prior,0
prior_jorge babu,1
david_mike lindell,1
jorge_babu manu,1
cummings_attended meetings,1
control_center new,1
did_know jesus,1
at_home orders,1
com covid 19,0
lindell_made pillow,1
currently evidence people,1
covid 19 symptoms,0
test covid 19,0
2019 covid 19,0
covid 19 infection,0
000 covid 19,0
pressing_towards cashless,1
covid 19 ft,0
jesus_spoke would,1
covid 19 antibodies,0
19 via_youtube,1
protected_second infection,1
particles_air pollution,1
deaths pass 20,1
potential_uv light,1
milestone 20 000,1
covid 19 survivor,0
covid 19 spread,0
time covid 19,0
explaining_potential uv,1
death_toll rises,1
video_explaining potential,1
detected_particles air,1
covid 19 et,0
uk hospital deaths,1
20 000 coronavirus,1
add covid 19,0
spoke_book revelation,1
firm_video explaining,1
society covid 19,0
report covid 19,0
states begin_reopen,1
covid 19 new,0
hear_jesus spoke,1
takes_bio tech,1
test positive covid,0
rep_karen whitsett,1
society_physical cash,1
coronavirus detected_particles,1
cashless_society covid,0
infected covid 19,0
digial_age cashless,1
age_cashless society,1
like covid 19,0
youtube takes_bio,1
penanganan covid 19,0
west_point cadets,1
cashless_society coronavirus,1
covid 19 restrictions,0
trump coronavirus response,1
total confirmed cases,1
treatment covid 19,0
people tested positive,1
begin_reopen us,1
article amp_reuters,1
19 pandemic end,1
covid 19 ini,0
direction_cashless society,1
case covid 19,0
got science right,1
prediction covid 19,0
confirmados covid 19,0
ministers_warned last,1
sweden_got science,1
must see video,1
battle covid 19,0
risk covid 19,0
people recovered covid,0
coronavirus sweden_got,1
update covid 19,0
casos positivos covid,0
elderly_quarantined businesses,1
pandemic end_dates,1
doctors_immunology say,1
open state_pressuring,1
coronavirus via_youtube,1
immunology_say sick,1
sick_elderly quarantined,1
businesses open state,1
say sick_elderly,1
did_know bible,1
pressuring_drs add,1
quarantined_businesses open,1
state_pressuring drs,1
death_toll tops,1
2020 04 25,1
drs_add covid,0
california_doctors immunology,1
video_california doctors,1
driven_prediction covid,0
see video_california,1
covid 19 mexico,0
passes 200_000,1
87 new cases,1
new covid19 cases,0
data_driven prediction,1
news mundo coronavirus,1
covid 19 disinformation,0
coronavirus states begin,1
coronavirus uk hospital,1
attended_meetings key,1
meetings_key scientific,1
coronavirus live news,1
covid 19 infected,0
covid 19 budut,0
long_term care,1
key_scientific group,1
slow_spread covid19,0
budut_poluchat stimuliruiushchie,1
poluchat_stimuliruiushchie vyplaty,1
krovi_antitelami na,1
19 budut_poluchat,1
donory_krovi antitelami,1
antitelami_na covid,0
coronavirus cases rise,1
novinku_donory krovi,1
bible_spoke would,1
gorodskuiu_novinku donory,1
50 000 americans,1
help slow_spread,1
death_toll hits,1
toll_passes 200,1
highest coronavirus death,1
global covid 19,0
covid 19 fight,0
covid 19 covid19,0
april 24 2020,1
michigan_censure attempt,1
tested positive covid19,0
casos_confirmados covid,0
decries_michigan censure,1
covid 19 hoax,0
cegah covid19 rekrutmenpolri2020,0
suapbudayakan_pola hidup,1
anggota_polri ta,1
polri_ta 2020,1
bersihbersatu_cegah covid19,0
kknno_calono suapbudayakan,1
caso covid 19,0
ta 2020_gratisno,1
hidup_bersihbersatu cegah,1
2020_gratisno kknno,1
rekrutmen_anggota polri,1
whitsett_decries michigan,1
pola_hidup bersihbersatu,1
covid19 rekrutmenpolri2020_bersatucegahcovid19,0
gratisno_kknno calono,1
calono_suapbudayakan pola,1
world news guardian,1
coronavirus prevents_second,1
disease_2019 covid,0
says evidence shows,1
covid 19 cure,0
karen_whitsett decries,1
multiple covid 19,0
censure_attempt going,1
covid 19 sign,0
evidence shows coronavirus,1
hospital deaths pass,1
drops_multiple covid,0
take covid 19,0
dies covid 19,0
no evidence_recovered,1
reopen us death,1
shows coronavirus prevents,1
attempt_going silenced,1
contagios covid 19,0
wabah covid 19,0
new cases confirmed,1
covid 19 data,0
covid 19 bombshells,0
covid 19 pais,0
covid 19 updates,0
dominic_cummings secret,1
13 842 casos,1
physician_drops multiple,1
daily coronavirus briefings,1
19 sign_petition,1
covid 19 antibody,0
covid 19 emergency,0
er_physician drops,1
tom_hanks blood,1
covid 19 mundo,0
inmates test positive,1
tested covid 19,0
di_tengah pandemi,1
covid 19 infections,0
revealed_dominic cummings,1
death_toll coronavirus,1
uk_ministers warned,1
heading_towards cashless,1
end covid 19,0
state_rep karen,1
via namo_app,1
patients_critical condition,1
last year_risks,1
year_risks coronavirus,1
white_house coronavirus,1
driving_towards cashless,1
vacuna covid 19,0
coronavirus outbreak_guardian,1
twitter_web client,1
society_hear jesus,1
risks coronavirus pandemic,1
coronavirus recovery plan,1
hits_200 000,1
people died today,1
corona coronavirus covid19,0
affected covid 19,0
anti lockdown protests,1
coronavirus cummings_attended,1
coronavirus new york,1
sa covid 19,0
hear_bible spoke,1
help covid 19,0
even_feel well,1
world covid 19,0
symptoms_daily even,1
covid19 identify_risk,0
reporting_symptoms daily,1
daily_even feel,1
toll hits_200,1
identify_risk cases,1
sooner_self reporting,1
cases sooner_self,1
self_reporting symptoms,1
risk cases sooner,1
spread covid19 identify,0
feel_well download,1
well_download app,1
50 000 deaths,1
covid 19 dan,0
point_cadets back,1
due coronavirus pandemic,1
rate covid 19,0
go_back work,1
covid 19 impact,0
combatir covid 19,0
coronavirus sars_cov,1
recovery plan must,1
kill covid 19,0
plan must_tackle,1
recovered coronavirus patients,1
covid 19 research,0
ne_sont pas,1
covid 19 news,0
amp covid 19,0
could covid 19,0
19 antibodies_protected,1
show covid 19,0
saturday april_25,1
new york state,1
tackle_climate change,1
revealed uk_ministers,1
death_toll climbs,1
covid 19 world,0
000 americans_died,1
trump suggestion disinfectants,1
must_tackle climate,1
disease covid 19,0
sent_ppe china,1
000 people died,1
survivor state_rep,1
world_leaders launch,1
health care_worker,1
immunity_passports could,1
trump_incompetence caused,1
cut_pandemic team,1
trump cut_pandemic,1
crash all_time,1
covid 19 pandemic,0
covid 19 cases,0
covid 19 patients,0
href_rel nofollow,1
true_href rel,1
coronavirus covid 19,0
rel_nofollow twitter,1
covid 19 crisis,0
covid 19 lockdown,0
due covid 19,0
covid 19 deaths,0
casos covid 19,0
fight covid 19,0
nofollow_twitter web,1
positive covid 19,0
covid 19 via,0
bbc_news coronavirus,1
spread covid 19,0
coronavirus death_toll,1
pandemi covid 19,0
amid covid 19,0
covid 19 briefing,0
new covid 19,0
twitter_web app,1
cases covid 19,0
covid 19 di,0
erickson covid 19,0
covid 19 vaccine,0
dr_erickson covid,0
covid 19 outbreak,0
covid 19 death,0
towards_cashless society,1
covid 19 coronavirus,0
new coronavirus cases,1
stay_at home,1
26 04_2020,1
cashless_society know,1
ultimas_24 horas,1
du covid 19,0
covid 19 virus,0
covid 19 relief,0
coronavirus live_updates,1
covid 19 response,0
new york_times,1
pandemia covid 19,0
nofollow_twitter android,1
covid 19 treatment,0
covid 19 testing,0
da covid 19,0
april 26 2020,1
26 april 2020,1
covid 19 test,0
new york_city,1
cashless_society did,1
positif covid 19,0
covid 19 update,0
died covid 19,0
covid19 coronavirusaustralia stayhomesavelives,0
covid 19 patient,0
amid coronavirus pandemic,1
download_covidsafe app,0
app_australian government,1
19 briefing via,1
covidsafe_app australian,0
virus covid 19,0
australian_government covid19,0
ycpcovidiots_ycpcovidiots ycpcovidiots,0
government covid19 coronavirusaustralia,0
covid 19 download,0
19 download_covidsafe,0
briefing via_youtube,1
stopping_spread covid,0
global coronavirus death,1
new cases coronavirus,1
26_abril 2020,1
join stopping_spread,1
covid 19 covert,0
19 covert_id,1
twitter_suspends account,1
response covid 19,0
covid 19 via,0
impact covid 19,0
coronavirus task_force,1
post covid 19,0
id_heading towards,1
towards_future cashless,1
heading_towards future,1
society_did know,1
future_cashless society,1
covert_id heading,1
recovered covid 19,0
covid 19 situation,0
treat covid 19,0
created covid 19,0
using_uv light,1
tested positive covid,0
coronavirus boris_johnson,1
covid 19 positive,0
test positive coronavirus,1
penyebaran covid 19,0
covid 19 tests,0
know_jesus spoke,1
last_24 hours,1
new cases covid,0
confirmed covid 19,0
uv_light lungs,1
know_bible spoke,1
tested positive coronavirus,1
covid 19 em,0
biotech_company created,1
treatment using_uv,1
company_created covid,0
sign_petition via,1
death_toll could,1
youtube removes_video,1
total covid 19,0
confirmed cases covid19,0
removes_video biotech,1
account youtube removes,1
video_biotech company,1
19 treatment using,1
suspends_account youtube,1
society_know bible,1
president_donald trump,1
crisis covid 19,0
nuevos casos coronavirus,1
contact_tracing app,1
gt_gt gt,1
trump covid 19,0
tyranny_twitter suspends,1
number covid 19,0
tech tyranny_twitter,1
vaccine_trial died,1
at_home orders,1
covid 19 case,0
society_know jesus,1
60_higher reported,1
covid 19 related,0
covid 19 amp,0
domingo_26 abril,1
could 60_higher,1
boris_johnson return,1
mann ki baat,1
toll could 60,1
exclusive coronavirus coverage,1
epoch_times app,1
19 patients_discharged,1
us covid 19,0
new cases covid19,0
johnson return_work,1
times_app see,1
see_exclusive coronavirus,1
app_see exclusive,1
dr_anthony fauci,1
coronavirus coverage_daily,1
coverage_daily updates,1
com covid 19,0
cure covid 19,0
cases covid19 reported,0
discharged_usns comfort,1
patients_discharged usns,1
world health_organization,1
get covid 19,0
muertes covid 19,0
deaths covid 19,0
nuevos casos covid,0
sage_meetings worried,1
covid 19 spread,0
white_house coronavirus,1
germany covid 19,0
meetings_worried presence,1
coronavirus cases total,1
pacientes covid 19,0
coronavirus vaccine_trial,1
wabah covid 19,0
attendees sage_meetings,1
coronavirus new york,1
worried_presence cummings,1
dies covid 19,0
at_home order,1
covid 19 expert,0
amid coronavirus crisis,1
evil_guy crippling,1
cdtv covid 19 prior,0
prior_jorge babu,1
suho_bizbizeyeteriz covid,0
covid cdtv covid 19,0
mike_lindell made,1
trump suho_bizbizeyeteriz,1
david_mike lindell,1
manu_foraprior david,1
jorge_babu manu,1
foraprior_david mike,1
babu_manu foraprior,1
die covid 19,0
covid 19 prior_jorge,0
fighting covid 19,0
guy_crippling economy,1
penanganan covid 19,0
covid 19 people,0
lindell_made pillow,1
covid 19 dying,0
19 death_toll,1
make_extra cash,1
make_extra money,1
stay_home stay,1
must_read article,1
students_make extra,1
13_ways students,1
workfromhome_online make,1
ways_students make,1
covid19 workfromhome_online,0
online_make extra,1
extra_cash home,1
campuses_closed 13,1
closed_13 ways,1
first covid 19,0
coronavirus racial_inequality,1
cashless_society hear,1
people covid 19,0
covid 19 symptoms,0
kim_jong un,1
many_evil guy,1
inequality_task force,1
covid 19 count,0
racial_inequality task,1
multiple covid 19,0
httweets_republic pmoindia,1
ndtv_httweets republic,1
covid 19 numbers,0
for_many evil,1
drops_multiple covid,0
covid 19 could,0
expert_for many,1
republic_pmoindia hmoindia,1
19 dying_strokes,1
coronavirus via_youtube,1
dd_bh jp,1
covid 19 bombshells,0
physician_drops multiple,1
contre covid 19,0
coronavirus tracing_app,1
aagr l_dd,1
menunaikan ibadah_puasa,1
l_dd bh,1
er_physician drops,1
positivos covid 19,0
cases total covid,0
uk coronavirus vaccine,1
na covid 19,0
death list lockdown,1
extra_money quarantinelife,1
list lockdown news,1
money_quarantinelife campuses,1
quarantinelife_campuses closed,1
live patients amp,1
patients amp death,1
count live patients,1
amp death list,1
19 expert_for,1
coronavirus pandemic via,1
lawan covid 19,0
91 new cases,1
coronavirus explained netflix,1
light_lungs via,1
mengatasi_pandemi covid,0
symptoms covid 19,0
kita mengatasi_pandemi,1
kesucian_bulan ramadhan,1
volunteer uk coronavirus,1
realdonaldtrump_cardinaldolan stpatsnyc,1
bulan_ramadhan dengan,1
confirmados covid 19,0
jaga kesucian_bulan,1
affected covid 19,0
ramadhan_dengan ibadah,1
lungs_via gatewaypundit,1
article amp_reuters,1
home stay_safe,1
dying covid 19,0
food_bank demand,1
au covid 19,0
test positive covid,0
signed_petition calling,1
covid 19 infection,0
first volunteer uk,1
ibadah_puasa 1441,1
patients covid 19,0
covid 19 new,0
new covid19 cases,0
dengan_ibadah di,1
19 count live,1
tabligiheroes_tabligiheroes tabligiheroes,1
return_work boost,1
dying_strokes washington,1
positivo covid 19,0
work_boost country,1
ycpcovidiots ndtv_httweets,0
millions_pounds food,1
strokes_washington post,1
home covid 19,0
case covid 19,0
pounds_food rot,1
pressing_towards cashless,1
treatment covid 19,0
